,ERR594391,ERR594354,ERR594389,ERR599121,ERR599118,ERR594392,ERR594380,ERR594404,ERR599023,ERR594415,ERR599122,ERR594364,ERR594355,ERR594379,ERR599110,ERR599133,ERR599146,ERR599017,ERR599126,ERR594407,ERR599005,ERR599165,ERR594353,ERR598984,ERR594382,ERR594377,ERR594412,ERR594362,ERR594359,ERR599148,ERR594409,ERR599173,ERR594388,ERR599150,ERR598982,ERR599144,ERR594385,ERR599006,ERR599044,ERR599174,ERR599065,ERR594411
ERR594385__vRhyme_unbinned_29,3.3583186,1.4472536,1.5005949,0,0,7.1906605,0,0,0,7.381519,0,0.40799126,4.9297047,3.7068214,0,0.11064842,0.23299623,0.15714853,0,0.06266111,0.1761848,0,0.7170335,0.89480466,0.5993456,0,0.09319849,0.34047195,1.4699583,0.70394605,0,0,0.4143367,0.70097166,0,0,21.675987,1.4409082,0,0.11580408,0,0.46430695
ERR594392__vRhyme_unbinned_83,0,0,0,0,0,5.303241,0,0,0,0,0,0,0.106481485,0,0.17788848,0,0.26499596,0,0,0,0,0,0,0,8.044736,0,0,0,3.4916968,0,0,0,0,0,0,0,0.54695046,0,0,0,0,0
ERR599133__vRhyme_unbinned_368,0,0,0,0,0,0.25627056,0,0,0.11582903,0,0,0,0,27.500517,0,40.98619,0,0,0.09581964,0,0.60056365,0,0,0.1652419,0,0,0,0,0,1.6155941,0,0,0,0.38910288,0,0,0,0.3839361,0,0,0,0
ERR594382__vRhyme_unbinned_268,0,4.8130116,0,0,0,0.23306544,0,0,0,0,0,0,9.136088,0,0,0,0,0,0,0.738385,0,0,0,0,25.50754,0,0,0,2.083429,0.79977036,0,0,0.67003447,0,0,0,0,0.1677765,0,0,0,6.126215
ERR594389__vRhyme_unbinned_295,14.934443,0.077040076,19.89619,0,0,0.10616777,0,0.8202905,0,5.877481,0,0.26230133,0.3942505,0.13810936,0,0,0,0,0,0,0,0,2.8621187,0,0.10837326,0,0.47897178,25.289223,0,0,2.6132026,0,1.2162142,0,0,0,0,0,0,0,0,1.8547418
ERR594353__vRhyme_unbinned_733,0,0,0,0,0,0,0,0,0,0,0,0.36009187,0.32230285,0,0,0,0,0,0.17600083,0,0,0,13.250379,0.76898587,0,0,1.1709901,0,0,0,0,0,3.510987,0,0,0,0,0,0,0,0,0
ERR598984__vRhyme_unbinned_113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28899136,0,2.8455522,0,0,22.573256,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4152464,0,0,0,0
ERR594391__vRhyme_unbinned_628,18.161556,0,2.2179396,0,0,0,0,0,0,22.120106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2213157,3.9344492,0,0,0,0,0,0,0,0,0.14521499,0,0,0,0,0
ERR594362__vRhyme_unbinned_348,25.59423,1.6124529,13.662981,0,0,1.9444067,0,0,0,24.060781,0,2.2533202,2.184508,0.49694237,0,0,0,0,0,0,0,0,5.011922,1.0843165,0.6396936,0,3.9776392,16.5946,0.73395514,0.09914139,0.19649145,0,2.5939837,0,0,0,2.7185743,0,0,0,0,6.7282724
ERR594409__vRhyme_unbinned_234,0,0,0,0.6681086,0,0,0,0.100848176,0,0,11.764716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718151,0,0,0,0,22.087276,0,0,0,0,0,0,0,0,0,0,0
ERR594392__vRhyme_unbinned_573,0,0.08655421,0,0,0,13.056624,0,0,0,0.11832624,0,0,0.21433836,0,0,0,0,0,0,0,0,0,0.3917049,0,8.273952,0,0,0,10.918236,0,0,0,0,0,0,0,50.183304,0,0,0,0,0
ERR594389__vRhyme_unbinned_390,1.6644922,0,9.746665,0,0,0,0,0,0,4.5059876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.227047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594355__vRhyme_unbinned_807,0,1.0359585,0,0,0,0,0,0,0,0,0,0,18.678278,0,0,0,0,0,0.24178234,0,0,0,0,0,0.08045944,0,2.4315605,0,0.10553808,7.0610948,0,0,0,0,0,0,0.17006724,0,0,0,0,0.5280367
ERR594389__vRhyme_unbinned_122,0.14879556,0,16.740099,0,0.09549351,0.073416024,0,0,0,0.1375892,0,0,0.08529285,0,0,0,0.2555912,0,0,0,0,0,0,0.54499304,0,0,0.080647476,0.65356064,0,0.19941574,0,0.42837986,0,0.15497342,0,0,0.119773954,0.18801782,0,0,0.11991763,0
ERR594362__vRhyme_unbinned_420,11.179079,1.1582006,11.243866,0,0,2.2776582,0,1.2441885,0,8.249031,0,0.28616014,3.7349334,12.387322,0,0,0,0,0,42.671654,8.98644,0,7.341584,0.08265174,1.2257856,6.11257,0.16056824,12.362462,1.654434,0.27798107,2.4345675,0,251.90733,0,0,0,2.5598364,0.1150452,1.1138614,0,0,3.3544984
ERR594391__vRhyme_unbinned_556,9.409875,0,2.3376129,0,0,0.41750422,0,0,0,1.5857238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3725332,0,0,7.2817106,1.0280977,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR599110__vRhyme_unbinned_37,0,0,0,0,0,0,0,0,59.49297,0,0,0,0,0,21.612783,1.5865608,30.817131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.176486,0,58.898388,2.8090227,0,0,0,0,0,0,0
ERR594412__vRhyme_unbinned_660,0,0,0,0,9.984673,0,0,0,0,0,0,0,7.950071,0,0,0,0,0,0,0,0,0,0,0,0,0,76.504395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7055554,0
ERR594364__vRhyme_unbinned_741,0.21436337,0.43923473,0.088484675,0,0,0.3010363,0,0,0,0.33596638,0,9.324734,0.68142617,4.2995143,0,0.17646207,0,0,0.12160301,0,0.062903106,0,1.7789695,5.6151896,0.32915428,0,0,0.07268643,0.55917096,0.16182332,0,0,13.456192,0,0,0,1.5608377,0.41865352,0,0,0,0.86303353
ERR594353__vRhyme_unbinned_330,0,0,0,0,0,0.985587,0,0,0,0,0,0.21074732,0,0,0,0,0,0,0,0,0,0,16.498894,0.31759632,2.3643534,0,0.063610055,0,3.04165,0,0,0,0,0,0,0,0.73511887,0,0,0,0,0
ERR594389__vRhyme_unbinned_342,0,0,11.611563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.040542,0,0,0,0.18294059,0,0,0,0,0,0,0,0,0,0
ERR594379__vRhyme_unbinned_671,1.4385813,5.046886,0.17975779,0,0,0.5403114,0,0,0,5.022924,0,0,3.9375432,26.430536,0,0,0,0,0.55250865,0,0,0,0.70934254,0,0,0,0.24238755,0.13866782,0,0.16773356,1.2098616,0,3.607699,0,0,0,2.2637544,0,0,0,0,0.7811419
ERR599150__vRhyme_bin_20,0,0,0,0,0,0,0,0,20.289896,0,2.2896788,0,0,0,12.34036,0,28.325127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4076524,0,34.574947,0.55205876,0,0,1.3863368,0,0,0,0
ERR594355__vRhyme_unbinned_141,0.20115712,10.867283,0.49340296,0,0,0.92492765,0,0,0,0.89515275,0,0.8711635,18.10125,3.9592888,0,0,0,0,1.2822974,0,0.08156354,0,2.6026952,1.1622804,0.18154237,0,0.105058916,0,0.1037889,4.5840683,0,0,0.18358852,0.2329782,0,0,1.8235377,1.791505,0,0,0,2.3543358
ERR594355__vRhyme_unbinned_569,0.6098947,10.739292,1.4323403,0,0,2.4916847,0,0,0,1.2827829,0,13.850503,10.740727,5.8971047,0,0,0,0,0.2539483,0,0,0,1.7447356,1.1366954,0.6055875,0,0,2.0516272,0.48683897,0.08656377,0,0,29.167982,0,0,0,13.705313,0,0,0,0,4.441852
ERR594385__vRhyme_bin_83,5.343806,0.38082826,3.263763,0,0,2.1856837,0,0,0,11.779115,0,0.06319172,1.7219207,0.5855052,0,0,0,0,0,0,0,0,0,0,1.6796858,0,0,4.026241,1.3730097,0,0,0,0.28293467,0,0,0,5.8585863,0,0,0,0,0.8778651
ERR594412__vRhyme_bin_63,0,0,0,0,22.571991,0,0,0,0,0,0,0,5.567587,0,0,0,0,0,0,0,0,0,0,0,0,0,64.16493,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219731,0
ERR594355__vRhyme_unbinned_598,0,0.9464273,0,0,0,0,0,0,0,0,0,0,17.998415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8593,0,0,0,0,0,0,0,0,0,0,0,0
ERR594385__vRhyme_unbinned_574,32.263145,12.4244375,13.933032,0,0,7.1944847,0,0.7127762,0,33.168556,0.23267272,3.6602538,18.445505,71.334465,0,0.13373609,0,0.13322335,0.72024435,0.07798114,0.10910226,0,26.144592,1.2175134,2.9168022,1.3388323,2.657846,13.0837555,2.4782753,1.9492832,13.770917,0,15.7691555,0,0,0,22.826805,0.8245759,0,0.17627126,0,27.063112
ERR599121__vRhyme_unbinned_117,0,0,0,58.062378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594377__vRhyme_unbinned_243,0,0,0,1.1739686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.914114,0,0,0,0,0.5930862,0,0,0,0,0,0,0,0,0,0,0
ERR594388__vRhyme_unbinned_654,0.124751516,0,0,0,0,0.25992587,0,0,0,0.23607156,0,33.640736,0,0.59474564,0,0,0,0,0,0,0.16773222,0,0,8.386396,0.40079513,0,0,0,0.49314994,0,0,0,34.77967,0,0,0,2.532531,0,0,0,0,0
ERR594404__vRhyme_unbinned_569,0,0,0,0,0,0,0,48.818966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.276292,0,0,0,0,0,0,0,0,0,0,0.7007262,0,0,0,0,0,0
ERR594353__vRhyme_unbinned_651,0,1.559019,0,0,0,2.3063745,0,0,0,0,0,1.6799588,2.8815875,3.5595806,0,0,0,0,0,0,0,0,35.139008,0.7218946,0.14920902,0,12.190396,0,0.094261914,0.083216324,0,0,5.93953,0,0,0,8.6954975,0,0,0,0,0.8505102
ERR594377__vRhyme_unbinned_670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.943043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594409__vRhyme_unbinned_78,10.310375,0,20.975195,0,0,0.57296383,0,0.31125382,0,17.23197,0,0,0.11544441,0,0,0,0,0,0,0,0,0,0.8035823,0,0.17330179,0,0.41892532,21.10044,0.056843527,0,21.16661,0,0,0,0,0,0.19864818,0,0,0,0,0.25576207
ERR594379__vRhyme_bin_170,0,0,0,0,0,0,0,0,0,0,0,1.2460885,0,86.16387,0,0,0,0,0,0,0,0,0,0.14800298,0,0,0,0,0,0,0,0,10.585048,0,0,0,0.13621198,0,0,0,0,0.5181886
ERR594379__vRhyme_unbinned_37,0,0,0,0,0,0,0,0,0,0,0,0,0,58.534386,0,0,0,0,0,0,0,0,0,0.2281439,0.07235831,0,0,0,0.120733835,0,0,0,1.4174439,0,0,0,0.103925385,0,0,0,0,0
ERR594379__vRhyme_unbinned_156,0,0,0,0,0,0,0,0,0,0,0,0.27883902,0,29.071402,0,1.0567508,0,0,0,0,0,0,0,1.3349407,0.73525596,0,0,0,1.137704,0,0,0,0,0,0,0,0,0,0,0,0,0.09180267
ERR594377__vRhyme_unbinned_378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.199864,0,0,0,0,11.7111435,0,0,0,0,0,0,0,0,0,0,0,0,0.74086076,0,0,0
ERR594385__vRhyme_unbinned_487,7.539503,20.758247,5.5985003,0,0,32.788986,0,0,0,4.708482,0,1.5311153,21.268322,0.71579194,0,0,0,0,0.3750703,0,0,0,2.6410496,0.10164011,6.528116,0,4.60089,4.2696815,7.601593,0.1418463,0,0,2.4324274,0,0,0,24.833271,0,0,0,0,5.993908
ERR594385__vRhyme_unbinned_160,0.76492304,1.3094445,0.45925993,0,0,3.9146485,0,0,0,1.8950212,0,1.4760062,2.0481677,1.3761592,0,0,0.087962545,0,0.6388764,0,0,0,4.231836,5.667597,3.5068874,0,0.65742326,0.2710903,4.18844,0.1745746,0,0,4.7143245,0,0,0,21.00036,0,0,0,0,1.3706671
ERR599148__vRhyme_unbinned_198,0.20874606,2.9854722,0,0,0,32.03896,0,0,1.9380733,0.20610464,0,4.6778927,8.566366,0.8095238,0.13713405,0,0.13757429,0,22.975054,0,0.11079316,0,0,8.647737,8.753981,0,0,0,14.153496,40.63394,0,0,1.6109033,6.38917,0,0,37.276104,20.593073,0,0,0,11.923472
ERR599133__vRhyme_unbinned_302,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1971343,0,52.769356,0,0,0,0,0.12606888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR599150__vRhyme_unbinned_33,0,0,0,0,0,0,0,0,2.7498953,0,0,0,0,0,0.61638325,0,3.3816903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.953262,0,0,0,0,0,0,0,0
ERR598984__vRhyme_unbinned_25,0,0.09448286,0,0,0,0,0,0,0,0,0,24.085163,0,0,0,0,0,0,0,0,0.071632594,0,0,7.5739627,0,0,0,0,0,0,0,0,12.616732,0,0,0,0,0,0,0,0,0
ERR594391__vRhyme_unbinned_627,11.566478,0,0.33648226,0,0,4.601319,0,0,0,20.21419,0,0,0,0.13866155,0,0,0,0,0,0,0,0,2.8181264,0,1.7180939,0,0,0.39676377,1.6812888,0,0,0,0,0,0,0,18.718796,0,0,0,0,0
ERR594412__vRhyme_unbinned_350,0.7907712,0,1.7184296,0,0,3.8150022,0,0,0,0.41536734,0,0,0.13885377,0,0,0,0,0,0,0,0,0,0,0,4.756567,0,11.710282,1.0018964,6.261483,0,0,0,0,0,0,0,0.19623543,0,0,0,0,0
ERR594379__vRhyme_unbinned_218,1.4316834,2.3528328,0.5772142,0,0,2.3410718,0,0,0.06504398,2.6020658,0,1.3141747,9.991409,189.97495,0,2.5127838,0,0,1.106259,0.5310902,0.517795,0,2.2788913,2.2629373,3.4624667,0.2529147,0,0.20484762,4.3126407,3.145633,0,0,20.888014,0.124054,0,0,11.160462,0.89619553,0,0,0,8.175291
ERR594391__vRhyme_bin_1,32.85536,1.646128,7.254976,0,0,1.4928461,0,0,0,27.172663,0,1.1807194,2.5246358,0.8472711,0,0,0,0.09195476,0,0,0,0,11.188029,0.28342298,0.58105755,0,0.77812064,6.388956,0.593634,0.10382584,0.63727087,0,2.8428946,0,0,0,2.8442812,0,0,0.082784936,0,3.4976635
ERR594391__vRhyme_unbinned_529,12.038435,0.14590152,6.100312,0,0,0.11880661,0,0.32688943,0,6.0262575,0,0.13775782,0.37826318,0,0,0,0,0,0,0,0,0,7.826775,0,0,0,2.8458786,5.3034477,0,0,0,0,0.4323769,0,0,0,0,0,0,0,0,0.55651116
ERR594353__vRhyme_unbinned_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.361355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR598982__vRhyme_unbinned_18,0,0,0.25511953,0,0,0,0,0,5.4409723,0,0,0,0,0,8.278943,0,14.2068205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.762014,0,9.974218,14.675124,0,0,0,0,0,0,0
ERR594364__vRhyme_unbinned_260,0,2.1490917,0.12268752,0,0,2.3743272,0,0,0,0,0,15.557097,1.7824588,0,0,0,0,0,0,0,0,0,0,2.1201649,1.4268836,0,0.95938444,0.1818029,0.9273461,0,0,0,10.250714,0,0,0,1.7721157,0,0,0,0,0
ERR594409__vRhyme_unbinned_273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0783842,0,0,0,0,14.456949,0,0,0,0,0,0,0,0,0,0,0
ERR594355__vRhyme_unbinned_584,0,9.264244,0.06458401,0,0,1.7737132,0,0,0,0,0,1.5242797,13.53383,0.4291842,0,0,0,0,0.2877954,0,0,0,2.2831013,0.8115086,1.0334251,0,1.4562966,0.07372936,0.9180965,1.2767076,0,0,0.94933635,0,0,0,3.74045,0.3533506,0,0,0,8.526951
ERR594412__vRhyme_unbinned_902,0,0,0,0,0,0,0,0,0,0,0,0,0.18912432,0,0,0,0,0,0,0,0,0,0,0,0,0,14.461678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594404__vRhyme_unbinned_638,0,0.14789367,0.94469476,0,0,0,0,11.591125,0,0.22966884,0.16794322,0,0.08211309,0,0,0,0,0,0,0,0,0,0.11331381,0,0.37801307,0,0.19249831,0.67492676,0.15307501,0,6.0563188,0,0,0,0,0.08560487,0.2262897,0,0,0,0,0
ERR594377__vRhyme_unbinned_287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.136774,0,0,0,0,20.033056,0,0.48656306,0,0,0,0,0,0,0,0,0
ERR594412__vRhyme_unbinned_133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.881083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR599118__vRhyme_bin_29,0,0,0,0,34.548977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.65799,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9522343,0
ERR594362__vRhyme_unbinned_407,0,0,24.201687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.08269,0,0,0,3.576053,0,0,0.82464236,1.5721205,0,0,0,0,0,0
ERR599148__vRhyme_unbinned_76,1.8683853,0.81177443,0.16546057,0,0.19817579,2.4291422,0,0,5.3404193,4.393487,0,0,6.773255,0.27468717,1.3067993,0.07937585,4.338233,0.26307854,2.3193126,0,0.10168853,0,1.0887984,0.56935024,2.6982512,0,1.174657,0,1.5336198,58.42213,0,0,0,4.8839893,0,0,6.9591436,8.524047,0,0.267526,0,0.73548925
ERR599121__vRhyme_unbinned_93,0,0,0,115.30787,0,0,0,0,0,0,165.11041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594409__vRhyme_unbinned_306,0,0,0,1.0275002,0,0,0,0,0,0.073223256,1.3715279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.543155,0,0,0,0,26.80772,0,0,0,0,0,0,0,0,0,0,0
ERR594353__vRhyme_unbinned_803,3.1442225,0.079377614,1.6227787,0,0,0.19800964,0.1785799,0,0,8.648053,0,0.08514335,0.33528158,0.5576969,0,0,0,0,0,0,0,0,13.288839,0,0.08703894,0,3.7016034,1.0562357,0.11602559,0,0.09217282,0,1.1868731,0,0,0,1.4445937,0,0,0,0,0.36355737
ERR594412__vRhyme_unbinned_612,0,0,0,0,59.46997,0,0,0,0.7374396,0,0,0,0.17143515,0,0.5459078,0.54030836,0.6837463,0,0.64002454,0,3.7026157,0.16353455,0,18.647312,0,0,9.594155,0,0,0.104471885,0,0,0,0.994017,0,0,0,1.046483,0,0,22.976221,0
ERR594364__vRhyme_unbinned_336,0.12549993,0.6413828,0.26396358,0,0,0.2744449,0,0.20686802,0,0.2865352,0,8.824484,0.56121,4.1326714,0,0,0,0,0.07746058,0,0.083390795,0,0.4010941,7.089689,0.23693284,0,0.96478647,0.45947686,0.25104582,0,0,0,16.378937,0,0,0,0.06302579,0,0,0,0,0.70335126
ERR594377__vRhyme_unbinned_468,0,0,0,0.3611029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.210983,0,0,0,0,1.8059839,0,0,0,0,0,0,0,0,0,0,0
ERR594409__vRhyme_unbinned_139,0,0,0,0.1672391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348.4105,0,0,0,0,92.39538,0,0,0,0,0,0,0,0,0,0,0
ERR594388__vRhyme_unbinned_940,2.8751957,0.7766587,0.28125212,0,0,7.923171,0,0,0,2.0376318,0,8.55216,0.6366791,0.17781559,0,0,0,0,0,0,0,0,2.1671317,3.714869,2.2710445,0,2.617625,0.17992514,2.598435,0,0,0,32.792038,0,0,0,4.042804,0,0,0,0,0.558081
ERR594388__vRhyme_unbinned_457,0,0,0,0,0,0,0,0,0,0,0,1.8092123,0,0,0,0,0,0,0,0,0,0,0,0.47620755,0,0,0.06335693,0,0,0,0,0,12.391253,0,0,0,0,0,0,0,0,0
ERR594385__vRhyme_unbinned_255,0.1665381,0,0,0,0,67.28111,0,0,0.72376275,0,0,0,0.090252124,0,0.16978604,0,0,0,0,0,0,0,0.4826438,0,6.7116237,0,0.42840323,0.08176688,5.1833463,0,0,0,0.12727863,2.7208803,0,0,11.486866,0,0,0,0,0.38260728
ERR594411__vRhyme_unbinned_624,0.36301988,3.3737946,0.117314644,0,0,0.7396775,0,0,0,0.5134117,0,0.7801386,5.6980863,2.6778934,0,0,0,0,0.3573689,0,0,0,0.7420133,0.7405817,0.2924955,0,0.62138337,0,0.21157324,0.66696805,0,0,6.1194997,0,0,0,5.0001507,0.30123568,0,0,0,23.493822
ERR599118__vRhyme_unbinned_86,0,0,0,0,11.563036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.590088,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8047497,0
ERR594385__vRhyme_unbinned_332,0,0,0.43899968,0,0,1.8423964,0,0,0,0.3002493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.537317,0,0,1.1492677,4.8833747,0,0,0,0,0,0,0,3.6989717,0,0,0,0,0
ERR594382__vRhyme_unbinned_38,0,0,0.08034891,0,0,0,0,230.18762,0,0.09343286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.638681,0,1.7672566,0.31988594,0,0,0,0,0,0,0,22.498198,0,0,0,0,0,0
ERR594404__vRhyme_unbinned_673,0,0,0,0,0,0,0,23.7263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46844056,0,0,0,0,0,0,0,0,0,0,8.346164,0,0,0,0,0,0
ERR594412__vRhyme_unbinned_1079,0.24741168,0,0.26021987,0,0,0,0.61756855,0,0,1.7690256,0,0,3.9934893,0.44497812,0,0,0,0,0,0,0,0,0.1708827,0,0,0,53.276978,1.0394919,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594412__vRhyme_bin_75,0,0,0,0,7.031994,0.07109592,0,0,0,0,0,0,0.14074841,0,0,0,0,0,0,0,0,0,0.18181819,0.20377608,0,0,10.47173,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4601285,0
ERR594411__vRhyme_unbinned_662,16.946533,24.948896,5.823728,0,0,8.627195,0,0,0,20.322828,0,9.959815,36.807743,2.4728725,0,0,0,0,0.8847366,0,0,0,9.483904,2.2370553,1.593539,0,5.116389,5.1293335,1.4289734,0.8886763,0.09612787,0,17.095903,0,0,0,5.398807,0.66951823,0,0,0,56.075752
ERR594388__vRhyme_unbinned_626,1.1867347,0,0,0,0,0,0,0,0,0.9352721,0,41.21085,0,5.200204,0,0.08884354,0,0,0,0,1.2135375,0,0.21221088,13.493912,0,0,0.20942177,0,0,0,0,0,49.688503,0,0,0,0,0,0,0,0,0
ERR594388__vRhyme_unbinned_961,0,5.285637,0,0,0,0.35928085,0,0,0,0,0,14.94794,4.040008,0.19105008,0,0,0,0,0.07033488,0,0,0,0.23130494,3.4731798,0,0,0.60402054,0,0,0,0,0,28.266176,0,0,0,0.41504493,0,0,0,0,0.6576608
ERR594412__vRhyme_unbinned_654,0,0,0,0,0,0,0,0,0,0,0,0,0.6969895,0,0,0,0,0,0,0,0,0,2.3054404,0,0.08782743,0,21.360022,0.1004504,0,0,0,0,0.6080953,0,0,0,0,0,0,0,0,0
ERR594355__vRhyme_unbinned_620,1.1518549,10.2295885,0.14771615,0,0,0.3685755,0,0,0,1.6223192,0,0.43208668,16.184063,0.267665,0,0,0,0,0.16073444,0,0,0,2.702837,0.060425915,0,0,0.25863495,0.20453006,0,0.17111897,0,0,1.0922568,0,0,0,0.24230567,0.13454737,0,0,0,19.940401
ERR594355__vRhyme_unbinned_246,2.30451,39.753407,0.76611847,0,0,6.626476,0,0,0,3.430431,0,14.402885,40.129955,32.96196,0,0,0,0,1.100898,0,0,0,6.466149,2.8737767,0.5231561,0,0.8559177,0.6628998,0.4022803,1.7663202,0,0,27.299667,0,0,0,7.077187,0.15346585,0,0,0,18.245989
ERR594354__vRhyme_unbinned_132,30.569532,29.16963,11.9909115,0,0.20196252,24.22014,0,0,0,28.677551,0,28.177753,29.468914,13.59696,0,0,0,0.25939032,2.1089842,0,0.3192311,0,18.185152,11.739001,10.559318,0,15.746562,9.22947,10.199067,3.1988256,1.5240891,0,37.32269,0.26453793,0,0,24.574278,2.2915628,0,0.1122014,0,27.444302
ERR594391__vRhyme_unbinned_279,4.415662,0,25.614084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39132395,0,0,16.831211,0,0,0,0,0,0,0,0,0,0.108957745,0,0,0,0
ERR594377__vRhyme_unbinned_161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.170153,0,0,0,0,0.39379632,0,1.3627181,0,0,0,0,0,0,0,0,0
ERR594377__vRhyme_unbinned_276,0,0,0,0.8025247,0,0,0,0,0,0,0.6730758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9544735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR594359__vRhyme_bin_26,0.3674973,0.4159642,2.2872984,0,0,10.1671,0,0,0,0,0,0.5653604,0.2880611,0,0.22113821,0,0.40933973,0,0,0,0,0,0.56442565,0.51086307,21.513515,0,0.47741002,2.1251864,26.724077,0,0,0,0.47657648,0.26550826,0,0,6.4063263,0.10023758,0,0,0,0.30147204
ERR594382__vRhyme_unbinned_45,0.98322344,0,1.1962922,0,0,0,0,93.611725,0,0.8892878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.453979,0,0.36366603,2.196488,0,0,0.09478425,0,0.17142111,0,0,17.989164,0,0.54301846,0,0,0,8.910438
ERR594355__vRhyme_unbinned_742,0,3.3574755,0,0,0,0,0,0,0,0,0,0,14.478091,0,0,0,0,0,0.094430186,0,0,0,0,0,0,0,0,0,0,14.022812,0,0,0,0,0,0,0.4570383,0,0,0,0,0
ERR594385__vRhyme_unbinned_957,0.5312269,0,0.14903064,0,0,6.8289924,0,0,0,4.893518,0,0.23560752,0.7996152,77.633415,0,5.714518,0.09582655,0,0,0,0,0,0.059789848,2.3486013,6.472695,0,0,0.14806867,7.4889746,0,0,0,7.807237,0.3079029,0,0,21.699572,0.6627941,0,0,0,3.082285
ERR594379__vRhyme_unbinned_573,0,0,0,0,0,0,0,0,0,0,0,3.8480232,0,12.852558,0,0,0,0,0,0,0,0,0,2.034023,0.37954816,0,0,0,0.5868361,0,0,0,6.652194,0,0,0,0,0,0,0,0,0
ERR594353__vRhyme_bin_105,3.6542501,0.48050493,1.9134012,0,0,0.23138444,0,0,0,4.954984,0,0.787995,1.6936663,4.51056,0,0,0,0,0.2952075,0,0,0,11.738755,0.59650147,0,0,0,0.9233588,0,0.19145699,0,0,0.300028,0,0,0,0.9351422,0.25429404,0,0,0,0.43306676
ERR594409__vRhyme_unbinned_65,0,0,0.12344972,0,0,0,0,0.31895947,0,0,2.6552184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2150989,0,0,63.572727,0,0,0,0,0,0,0,0,0,0,0
